COD,REACCIONES,COMBUSTIBLE,ESTADO,FECHA_REGISTRO,ANIO_REGISTRO,CLASE,DEPARTAMENTO,COMENTARIOS_DESCRIPTIVOS_DE_USUARIOS
2145,830,ELECTRICO,ACTIVO,22/12/2017,2017,MOTOCICLETA,Risaralda,Menor costo de operación: El costo de la electricidad suele ser menor que el de los combustibles fósiles.
2146,982,ELECTRICO,ACTIVO,30/11/2018,2018,AUTOMOVIL,Bogota D.C.,Alto rendimiento: Los vehículos eléctricos ofrecen una aceleración instantánea y una conducción suave.
2147,1374,ELECTRICO,ACTIVO,07/02/2018,2018,AUTOMOVIL,Antioquia,Incentivos gubernamentales: Muchos gobiernos ofrecen incentivos económicos para fomentar la adopción de vehículos eléctricos.
2148,422,ELECTRICO,ACTIVO,05/03/2018,2018,CUADRICICLO,Bogota D.C.,"Menor mantenimiento: Los vehículos eléctricos tienen menos piezas móviles, lo que reduce los costos de mantenimiento a largo plazo."
2149,54,ELECTRICO,ACTIVO,07/02/2019,2019,AUTOMOVIL,Bogota D.C.,Tecnología avanzada: Los vehículos eléctricos suelen estar equipados con las últimas tecnologías en seguridad y conectividad.
2150,708,ELECTRICO,ACTIVO,09/01/2019,2019,AUTOMOVIL,Bogota D.C.,Reducción de la dependencia de los combustibles fósiles: Contribuye a la seguridad energética y a la diversificación de las fuentes de energía.
2151,354,ELECTRICO,ACTIVO,28/03/2018,2018,AUTOMOVIL,Caldas,Experiencia de conducción silenciosa y placentera: La ausencia de ruido del motor proporciona una conducción más relajada.
2152,141,ELECTRICO,ACTIVO,28/03/2018,2018,AUTOMOVIL,Antioquia,Valor de reventa: Los vehículos eléctricos suelen mantener un buen valor de reventa debido a la creciente demanda.
2153,1419,ELECTRICO,ACTIVO,28/03/2018,2018,AUTOMOVIL,Antioquia,Autonomía limitada: La distancia que un vehículo eléctrico puede recorrer con una sola carga sigue siendo una preocupación para muchos conductores.
2154,1555,ELECTRICO,ACTIVO,18/06/2018,2018,AUTOMOVIL,Antioquia,Tiempo de carga: Recargar un vehículo eléctrico puede llevar más tiempo que llenar un tanque de gasolina.
2155,1213,ELECTRICO,ACTIVO,28/09/2017,2017,AUTOMOVIL,Antioquia,Infraestructura de carga: La red de estaciones de carga públicas aún no está tan desarrollada como la de las gasolineras.
2156,970,ELECTRICO,ACTIVO,30/08/2018,2018,AUTOMOVIL,Bogota D.C.,"Costo inicial elevado: Los vehículos eléctricos suelen ser más caros que los vehículos de combustión interna, aunque este costo se compensa a largo plazo con los ahorros en combustible."
2157,89,ELECTRICO,ACTIVO,27/08/2018,2018,AUTOMOVIL,Bogota D.C.,Impacto ambiental de la producción de baterías: La fabricación de baterías para vehículos eléctricos requiere una gran cantidad de energía y recursos naturales.
2158,626,ELECTRICO,ACTIVO,16/08/2018,2018,AUTOMOVIL,Antioquia,Disponibilidad de modelos: La variedad de modelos de vehículos eléctricos disponibles es aún limitada en comparación con los vehículos de combustión interna.
2159,799,ELECTRICO,ACTIVO,29/08/2018,2018,AUTOMOVIL,Bogota D.C.,Las actualizaciones de software pueden mejorar el rendimiento de los vehículos eléctricos.
2160,1631,ELECTRICO,ACTIVO,3/10/2018,2018,CAMIONETA,Antioquia,Permiten una mayor integración con dispositivos móviles.
2161,1497,ELECTRICO,ACTIVO,9/11/2018,2018,CAMIONETA,Bogota D.C.,Los vehículos eléctricos están reduciendo la contaminación en las grandes ciudades.
2162,605,ELECTRICO,ACTIVO,31/01/2019,2019,AUTOMOVIL,Bogota D.C.,Están ayudando a mitigar el cambio climático.
2163,1199,ELECTRICO,ACTIVO,21/03/2019,2019,AUTOMOVIL,Cundinamarca,La recarga de vehículos eléctricos puede ser gratuita en algunas estaciones públicas.
2164,966,ELECTRICO,ACTIVO,31/01/2019,2019,AUTOMOVIL,Bogota D.C.,Las empresas están ofreciendo más incentivos para la compra de vehículos eléctricos.
2165,26,ELECTRICO,ACTIVO,21/03/2019,2019,AUTOMOVIL,Bogota D.C.,Las avanzadas características de seguridad son estándar en muchos vehículos eléctricos.
2166,1644,ELECTRICO,ACTIVO,31/01/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están haciendo que el transporte sea más accesible para todos.
2167,346,ELECTRICO,ACTIVO,31/01/2019,2019,AUTOMOVIL,Bogota D.C.,Fomentan el uso de energías alternativas.
2168,808,ELECTRICO,ACTIVO,28/02/2019,2019,AUTOMOVIL,Bogota D.C.,Ayudan a reducir la dependencia energética de países extranjeros.
2169,133,ELECTRICO,ACTIVO,20/02/2018,2018,MOTOCICLETA,Antioquia,Las empresas de transporte público están adoptando vehículos eléctricos en sus flotas.
2170,369,ELECTRICO,ACTIVO,29/12/2018,2018,AUTOMOVIL,Bogota D.C.,Están ayudando a crear empleos en la industria de las energías renovables.
2171,1511,ELECTRICO,ACTIVO,26/12/2018,2018,CAMIONETA,Boyaca,Los diseños interiores son más espaciosos gracias a la ausencia de motor de combustión.
2172,661,ELECTRICO,ACTIVO,3/10/2015,2015,CAMIONETA,Cundinamarca,Los vehículos eléctricos pueden beneficiarse de la red de energía distribuida.
2173,946,ELECTRICO,ACTIVO,29/07/2016,2016,AUTOMOVIL,Bogota D.C.,Están ayudando a las ciudades a cumplir con los objetivos de sostenibilidad.
2174,1362,ELECTRICO,ACTIVO,23/12/2016,2016,AUTOMOVIL,Bogota D.C.,Promueven una mayor conciencia ambiental entre los consumidores.
2175,1164,ELECTRICO,ACTIVO,18/06/2015,2015,AUTOMOVIL,Atlantico,Los vehículos eléctricos pueden recibir actualizaciones de software a distancia.
2176,530,ELECTRICO,ACTIVO,08/07/2016,2016,MOTOCICLETA,Valle del Cauca,Están fomentando la instalación de más estaciones de carga en áreas públicas.
2177,258,ELECTRICO,ACTIVO,21/12/2012,2012,MOTOCICLETA,Antioquia,La autonomía de los vehículos eléctricos sigue mejorando con cada nuevo modelo.
2178,902,ELECTRICO,ACTIVO,24/05/2013,2013,MOTOCICLETA,Bogota D.C.,Están ayudando a reducir el consumo de petróleo.
2179,593,ELECTRICO,ACTIVO,28/02/2020,2020,AUTOMOVIL,Bogota D.C.,Las características de conducción autónoma están más integradas en los vehículos eléctricos.
2180,978,ELECTRICO,ACTIVO,14/01/2020,2020,CAMIONETA,Bogota D.C.,Pueden ofrecer opciones de almacenamiento de energía de emergencia para hogares.
2181,798,ELECTRICO,ACTIVO,09/02/2021,2021,MOTOCICLETA,Cundinamarca,Los incentivos fiscales están haciendo que sean más asequibles.
2182,1447,ELECTRICO,ACTIVO,11/11/2020,2020,BUS,Bogota D.C.,La tecnología de carga bidireccional está permitiendo nuevas formas de uso de energía.
2183,1451,ELECTRICO,ACTIVO,10/11/2020,2020,BUS,Bogota D.C.,Están ayudando a reducir los costos de transporte para las empresas.
2184,1372,ELECTRICO,ACTIVO,12/11/2020,2020,BUS,Bogota D.C.,La infraestructura de carga está aumentando en todo el mundo.
2185,514,ELECTRICO,ACTIVO,11/11/2020,2020,BUS,Bogota D.C.,Los vehículos eléctricos están promoviendo un futuro de transporte más limpio.
2186,900,ELECTRICO,ACTIVO,6/11/2020,2020,CAMIONETA,Antioquia,Las tecnologías de carga rápida están mejorando constantemente.
2187,1639,ELECTRICO,ACTIVO,11/03/2020,2020,AUTOMOVIL,Antioquia,Los costos de mantenimiento son generalmente más bajos.
2188,1279,ELECTRICO,ACTIVO,31/08/2021,2021,MOTOCICLETA,Cundinamarca,Están contribuyendo a una mejor salud pública gracias a la reducción de emisiones.
2189,1352,ELECTRICO,ACTIVO,24/10/2019,2019,AUTOMOVIL,Bogota D.C.,Fomentan la investigación en nuevas tecnologías de almacenamiento de energía.
2190,990,ELECTRICO,ACTIVO,28/02/2020,2020,AUTOMOVIL,Bogota D.C.,La conducción eléctrica ofrece una aceleración instantánea.
2191,1076,ELECTRICO,ACTIVO,08/02/2020,2020,CAMIONETA,Antioquia,Las empresas de servicios públicos están invirtiendo en infraestructuras de carga.
2192,1581,ELECTRICO,ACTIVO,05/07/2019,2019,BUS,Valle del Cauca,Los vehículos eléctricos pueden beneficiarse de tarifas eléctricas reducidas.
2193,1185,ELECTRICO,ACTIVO,24/07/2019,2019,TRICIMOTO,Valle del Cauca,Los avances en materiales están haciendo que las baterías sean más ligeras y duraderas.
2194,913,ELECTRICO,ACTIVO,1/10/2020,2020,AUTOMOVIL,Bogota D.C.,La comunidad de vehículos eléctricos está creciendo rápidamente.
2195,869,ELECTRICO,ACTIVO,09/03/2021,2021,AUTOMOVIL,Santander,Están ayudando a crear una economía más verde y sostenible.
2196,212,ELECTRICO,ACTIVO,31/08/2021,2021,AUTOMOVIL,Bogota D.C.,"Los vehículos eléctricos tienen menos piezas móviles, lo que reduce las posibilidades de averías."
2197,517,ELECTRICO,ACTIVO,10/03/2021,2021,AUTOMOVIL,Valle del Cauca,Están ayudando a reducir la contaminación en las áreas urbanas.
2198,1558,ELECTRICO,ACTIVO,23/03/2022,2022,AUTOMOVIL,Bogota D.C.,Fomentan el uso de energías limpias y renovables.
2199,1577,ELECTRICO,ACTIVO,12/06/2021,2021,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a diversificar las opciones de transporte.
2200,336,ELECTRICO,ACTIVO,14/07/2020,2020,AUTOMOVIL,Bogota D.C.,Las baterías están mejorando en términos de capacidad y durabilidad.
2201,563,ELECTRICO,ACTIVO,07/01/2021,2021,AUTOMOVIL,Bogota D.C.,Están haciendo que la conducción sea más sostenible.
2202,1682,ELECTRICO,ACTIVO,1/12/2020,2020,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a reducir las emisiones de gases de efecto invernadero.
2203,1582,ELECTRICO,ACTIVO,16/06/2021,2021,CAMIONETA,Narino,La infraestructura de carga en las autopistas está mejorando.
2204,1343,ELECTRICO,ACTIVO,06/01/2021,2021,CAMIONETA,Bogota D.C.,Los vehículos eléctricos son una parte integral del futuro del transporte.
2205,1250,ELECTRICO,ACTIVO,27/04/2021,2021,AUTOMOVIL,Cundinamarca,Las empresas están lanzando más modelos eléctricos en diferentes segmentos de mercado.
2206,933,ELECTRICO,ACTIVO,12/08/2019,2019,MOTOCICLETA,Cesar,Están ayudando a cumplir con los objetivos de reducción de emisiones de carbono.
2207,1014,ELECTRICO,ACTIVO,03/06/2020,2020,CUADRICICLO,Antioquia,La tecnología de baterías está evolucionando para ser más eficiente.
2208,74,ELECTRICO,ACTIVO,24/11/2021,2021,AUTOMOVIL,Cundinamarca,Los vehículos eléctricos están promoviendo la innovación en la industria automotriz.
2209,1657,ELECTRICO,ACTIVO,24/07/2021,2021,CAMIONETA,Bogota D.C.,La infraestructura de carga rápida puede ser costosa de implementar.
2210,926,ELECTRICO,ACTIVO,24/09/2021,2021,MOTOCARRO,Valle del Cauca,La fabricación de baterías consume grandes cantidades de agua.
2211,639,ELECTRICO,ACTIVO,22/07/2021,2021,MOTOCARRO,Cundinamarca,Los vehículos eléctricos pueden ser menos atractivos para los amantes de los coches de alto rendimiento.
2212,346,ELECTRICO,ACTIVO,23/10/2021,2021,MOTOCARRO,Cundinamarca,La infraestructura de carga en viviendas multifamiliares es limitada.
2213,1507,ELECTRICO,ACTIVO,15/09/2020,2020,CAMIONETA,Bogota D.C.,Los vehículos eléctricos pueden tener problemas de autonomía en terrenos montañosos.
2214,1442,ELECTRICO,ACTIVO,13/02/2021,2021,TRICIMOTO,Valle del Cauca,La disponibilidad de estaciones de carga puede ser escasa en áreas rurales.
2215,1422,ELECTRICO,ACTIVO,18/07/2019,2019,AUTOMOVIL,Bogota D.C.,La producción de baterías depende de materiales críticos como el litio y el cobalto.
2216,737,ELECTRICO,ACTIVO,30/07/2019,2019,AUTOMOVIL,Bogota D.C.,La carga rápida puede degradar las baterías más rápidamente.
2217,1458,ELECTRICO,ACTIVO,10/12/2020,2020,CAMION,Antioquia,La infraestructura de carga puede no estar bien distribuida en todas las regiones.
2218,6,ELECTRICO,ACTIVO,11/12/2020,2020,CAMION,Antioquia,La falta de conocimiento sobre el mantenimiento de vehículos eléctricos puede ser un obstáculo.
2219,207,ELECTRICO,ACTIVO,15/05/2020,2020,CAMION,Antioquia,"Los vehículos eléctricos pueden tener un mayor peso debido a las baterías, lo que puede afectar la eficiencia energética."
2220,342,ELECTRICO,ACTIVO,23/11/2020,2020,CAMION,Valle del Cauca,La fabricación de vehículos eléctricos puede generar una gran cantidad de residuos industriales.
2221,1612,ELECTRICO,ACTIVO,24/11/2021,2021,CAMION,Antioquia,La carga rápida puede ser cara en algunas estaciones.
2222,747,ELECTRICO,ACTIVO,11/12/2019,2019,AUTOMOVIL,Bogota D.C.,Los costos de reemplazo de baterías pueden ser prohibitivos.
2223,1056,ELECTRICO,ACTIVO,20/12/2019,2019,AUTOMOVIL,Bogota D.C.,La infraestructura de carga en áreas remotas es casi inexistente.
2224,1447,ELECTRICO,ACTIVO,27/12/2019,2019,AUTOMOVIL,Bogota D.C.,La producción de vehículos eléctricos puede consumir una gran cantidad de recursos naturales.
2225,1139,ELECTRICO,ACTIVO,31/01/2020,2020,AUTOMOVIL,Bogota D.C.,La falta de opciones de recarga rápida puede ser un problema para los conductores de larga distancia.
2226,847,ELECTRICO,ACTIVO,9/12/2019,2019,AUTOMOVIL,Bogota D.C.,La tecnología de baterías aún necesita mejorar en términos de eficiencia y durabilidad.
2227,267,ELECTRICO,ACTIVO,13/08/2021,2021,AUTOMOVIL,Cundinamarca,La infraestructura de carga puede no ser suficiente para soportar una adopción masiva.
2228,199,ELECTRICO,ACTIVO,30/12/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos pueden tener menos opciones de personalización en comparación con los vehículos de combustión.
2229,1233,ELECTRICO,ACTIVO,20/12/2019,2019,AUTOMOVIL,Bogota D.C.,La percepción pública de los vehículos eléctricos puede ser negativa debido a la falta de información.
2230,674,ELECTRICO,ACTIVO,06/01/2021,2021,MOTOCICLETA,Antioquia,La producción de vehículos eléctricos puede afectar empleos en la industria automovilística tradicional.
2231,1175,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La vida útil de las baterías puede reducirse con el uso intensivo.
2232,573,ELECTRICO,ACTIVO,11/07/2020,2020,CAMION,Cundinamarca,La falta de estandarización en los conectores de carga puede ser un problema.
2233,1656,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La producción de vehículos eléctricos puede generar una gran cantidad de emisiones.
2234,404,ELECTRICO,ACTIVO,17/12/2019,2019,CAMION,Cundinamarca,La infraestructura de carga puede no estar bien distribuida en áreas urbanas.
2235,1290,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La producción de vehículos eléctricos puede consumir una gran cantidad de energía.
2236,1491,ELECTRICO,ACTIVO,22/01/2020,2020,CAMION,Cundinamarca,Los costos iniciales pueden ser un obstáculo para muchos consumidores.
2237,511,ELECTRICO,ACTIVO,19/12/2019,2019,CAMION,Antioquia,La reparación de vehículos eléctricos requiere técnicos especializados.
2238,1437,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La autonomía puede ser insuficiente para ciertos usos comerciales.
2239,264,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La producción de baterías depende de materiales no renovables.
2240,1324,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La falta de estaciones de carga en algunas áreas puede ser un obstáculo.
2241,325,ELECTRICO,ACTIVO,6/11/2020,2020,TRICIMOTO,Valle del Cauca,La infraestructura de carga puede no ser capaz de soportar la carga simultánea de múltiples vehículos eléctricos.
2242,722,ELECTRICO,ACTIVO,21/01/2020,2020,CAMION,Cundinamarca,La producción de vehículos eléctricos puede generar una mayor demanda de ciertos materiales críticos.
2243,406,ELECTRICO,ACTIVO,9/12/2019,2019,CAMION,Cundinamarca,La carga rápida puede reducir la vida útil de las baterías.
2244,183,ELECTRICO,ACTIVO,05/03/2020,2020,AUTOMOVIL,Antioquia,Los vehículos eléctricos pueden ser menos prácticos para viajes largos.
2245,1112,ELECTRICO,ACTIVO,4/10/2019,2019,AUTOMOVIL,Cundinamarca,La percepción pública puede ser negativa debido a la falta de información.
2246,1321,ELECTRICO,ACTIVO,23/07/2020,2020,AUTOMOVIL,Antioquia,La tecnología de vehículos eléctricos aún está en evolución.
2247,1057,ELECTRICO,ACTIVO,28/11/2020,2020,AUTOMOVIL,Antioquia,La producción de vehículos eléctricos puede generar una gran cantidad de residuos.
2248,142,ELECTRICO,ACTIVO,28/02/2020,2020,AUTOMOVIL,Bogota D.C.,La infraestructura de carga puede no estar bien distribuida en todas las regiones.
2249,174,ELECTRICO,ACTIVO,27/02/2020,2020,AUTOMOVIL,Bogota D.C.,La carga en casa requiere una infraestructura adecuada.
2250,573,ELECTRICO,ACTIVO,29/02/2020,2020,AUTOMOVIL,Bogota D.C.,Los costos de reemplazo de baterías pueden ser prohibitivos.
2251,716,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,La infraestructura de carga en áreas remotas es casi inexistente.
2252,298,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,La tecnología de baterías aún necesita mejorar en términos de eficiencia y durabilidad.
2253,627,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,La falta de conocimiento sobre el mantenimiento de vehículos eléctricos puede ser un obstáculo.
2254,669,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,La falta de estandarización en los conectores de carga puede ser un problema.
2255,841,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,"Los vehículos eléctricos pueden tener un mayor peso debido a las baterías, lo que puede afectar la eficiencia energética."
2256,340,ELECTRICO,ACTIVO,10/11/2020,2020,BUS,Bogota D.C.,La fabricación de vehículos eléctricos puede generar una gran cantidad de residuos industriales.
2257,489,ELECTRICO,ACTIVO,10/11/2020,2020,BUS,Bogota D.C.,La producción de vehículos eléctricos puede consumir una gran cantidad de recursos naturales.
2258,1350,ELECTRICO,ACTIVO,9/11/2020,2020,BUS,Bogota D.C.,Los vehículos eléctricos ayudan a reducir las emisiones de gases de efecto invernadero.
2259,171,ELECTRICO,ACTIVO,10/11/2020,2020,BUS,Bogota D.C.,Son mucho más silenciosos que los vehículos de combustión interna.
2260,1220,ELECTRICO,ACTIVO,11/09/2019,2019,TRICIMOTO,Valle del Cauca,Requieren menos mantenimiento debido a la menor cantidad de piezas móviles.
2261,1370,ELECTRICO,ACTIVO,19/11/2019,2019,AUTOMOVIL,Antioquia,La experiencia de conducción es muy suave y agradable.
2262,1510,ELECTRICO,ACTIVO,27/11/2019,2019,AUTOMOVIL,Bogota D.C.,Los costos de operación son generalmente más bajos a largo plazo.
2263,716,ELECTRICO,ACTIVO,29/11/2019,2019,AUTOMOVIL,Antioquia,Contribuyen a mejorar la calidad del aire en las ciudades.
2264,922,ELECTRICO,ACTIVO,20/09/2019,2019,AUTOMOVIL,Antioquia,Los incentivos fiscales y subsidios facilitan su adquisición.
2265,332,ELECTRICO,ACTIVO,30/08/2019,2019,AUTOMOVIL,Antioquia,Están disponibles en una amplia variedad de modelos y precios.
2266,1516,ELECTRICO,ACTIVO,09/08/2019,2019,AUTOMOVIL,Bogota D.C.,La infraestructura de carga está mejorando constantemente.
2267,855,ELECTRICO,ACTIVO,15/08/2019,2019,AUTOMOVIL,Antioquia,"Pueden cargarse en casa, lo que es muy conveniente."
2268,101,ELECTRICO,ACTIVO,03/09/2019,2019,CUADRICICLO,Bogota D.C.,Ayudan a reducir la dependencia de combustibles fósiles.
2269,230,ELECTRICO,ACTIVO,01/04/2019,2019,CUADRICICLO,Antioquia,Las nuevas tecnologías están incrementando la autonomía de las baterías.
2270,747,ELECTRICO,ACTIVO,01/04/2019,2019,CUADRICICLO,Antioquia,Ofrecen una aceleración rápida y potente.
2271,96,ELECTRICO,ACTIVO,8/10/2019,2019,CUADRICICLO,Bogota D.C.,Fomentan la innovación en la industria automotriz.
